full_name,ticker,Date_YMD,TIME,open,high,low,close,volume
AUDSGD,AUDSGD,20200508,19:00:00,0.921725,0.921775,0.920525,0.921625,0
AUDSGD,AUDSGD,20200508,20:00:00,0.921625,0.92395,0.92035,0.9211,0
AUDSGD,AUDSGD,20200508,21:00:00,0.9211,0.921675,0.920225,0.921375,0
AUDSGD,AUDSGD,20200508,22:00:00,0.921375,0.92375,0.92085,0.922975,0
AUDSGD,AUDSGD,20200508,23:00:00,0.922975,0.923725,0.9221,0.923675,0
AUDSGD,AUDSGD,20200509,00:00:00,0.923675,0.923675,0.9226,0.923125,0
AUDSGD,AUDSGD,20200509,01:00:00,0.923125,0.923125,0.9225,0.922675,0
AUDSGD,AUDSGD,20200509,02:00:00,0.922675,0.922775,0.921575,0.922175,0
AUDSGD,AUDSGD,20200509,03:00:00,0.922175,0.922725,0.9218,0.922725,0
AUDSGD,AUDSGD,20200509,04:00:00,0.922725,0.9235,0.92235,0.922775,0
AUDSGD,AUDSGD,20200511,05:15:00,0.92165,0.922675,0.9213,0.921425,0
AUDSGD,AUDSGD,20200511,06:00:00,0.921425,0.922975,0.92055,0.922875,0
AUDSGD,AUDSGD,20200511,07:00:00,0.922875,0.923875,0.92175,0.9237,0
AUDSGD,AUDSGD,20200511,08:00:00,0.9237,0.92405,0.922825,0.923775,0
AUDSGD,AUDSGD,20200511,09:00:00,0.923775,0.92565,0.9233,0.92545,0
AUDSGD,AUDSGD,20200511,10:00:00,0.92545,0.926175,0.925075,0.925475,0
AUDSGD,AUDSGD,20200511,11:00:00,0.925475,0.925625,0.92475,0.925525,0
AUDSGD,AUDSGD,20200511,12:00:00,0.925525,0.926025,0.9251,0.925775,0
AUDSGD,AUDSGD,20200511,13:00:00,0.925775,0.926,0.9243,0.92445,0
AUDSGD,AUDSGD,20200511,14:00:00,0.92445,0.92585,0.9238,0.924025,0
AUDSGD,AUDSGD,20200511,15:00:00,0.924025,0.9247,0.922775,0.923325,0
AUDSGD,AUDSGD,20200511,16:00:00,0.923325,0.923475,0.920575,0.921625,0
AUDSGD,AUDSGD,20200511,17:00:00,0.921625,0.922175,0.920775,0.921675,0
AUDSGD,AUDSGD,20200511,18:00:00,0.921675,0.922075,0.918925,0.919475,0
AUDSGD,AUDSGD,20200511,19:00:00,0.919475,0.919725,0.916575,0.91715,0
AUDSGD,AUDSGD,20200511,20:00:00,0.91715,0.918425,0.916325,0.91725,0
AUDSGD,AUDSGD,20200511,21:00:00,0.91725,0.91955,0.917175,0.918475,0
AUDSGD,AUDSGD,20200511,22:00:00,0.918475,0.9195,0.917575,0.919175,0
AUDSGD,AUDSGD,20200511,23:00:00,0.919175,0.9194,0.9175,0.917525,0
AUDSGD,AUDSGD,20200512,00:00:00,0.917525,0.91965,0.9159,0.9196,0
AUDSGD,AUDSGD,20200512,01:00:00,0.9196,0.9207,0.919375,0.919475,0
AUDSGD,AUDSGD,20200512,02:00:00,0.919475,0.919475,0.918375,0.9192,0
AUDSGD,AUDSGD,20200512,03:00:00,0.9192,0.9199,0.919025,0.919475,0
AUDSGD,AUDSGD,20200512,04:00:00,0.919475,0.920175,0.9192,0.91975,0
AUDSGD,AUDSGD,20200512,05:15:00,0.919475,0.920025,0.9192,0.919725,0
AUDSGD,AUDSGD,20200512,06:00:00,0.919725,0.92,0.919175,0.919425,0
AUDSGD,AUDSGD,20200512,07:00:00,0.919425,0.919425,0.91825,0.919075,0
AUDSGD,AUDSGD,20200512,08:00:00,0.919075,0.919275,0.9136,0.914325,0
AUDSGD,AUDSGD,20200512,09:00:00,0.914325,0.9154,0.913625,0.914175,0
AUDSGD,AUDSGD,20200512,10:00:00,0.914175,0.915025,0.9133,0.9144,0
AUDSGD,AUDSGD,20200512,11:00:00,0.9144,0.916025,0.91435,0.915925,0
AUDSGD,AUDSGD,20200512,12:00:00,0.915925,0.91775,0.9155,0.917325,0
AUDSGD,AUDSGD,20200512,13:00:00,0.917325,0.919175,0.917,0.91785,0
AUDSGD,AUDSGD,20200512,14:00:00,0.91785,0.91825,0.9164,0.917175,0
AUDSGD,AUDSGD,20200512,15:00:00,0.917175,0.9186,0.917125,0.9184,0
