full_name,ticker,Date_YMD,TIME,open,high,low,close,volume
AUDSGD,AUDSGD,20200506,05:15:00,0.9111,0.911625,0.910025,0.910325,0
AUDSGD,AUDSGD,20200506,06:00:00,0.910325,0.91215,0.91025,0.911775,0
AUDSGD,AUDSGD,20200506,07:00:00,0.911775,0.911975,0.910875,0.911125,0
AUDSGD,AUDSGD,20200506,08:00:00,0.911125,0.91135,0.90975,0.910425,0
AUDSGD,AUDSGD,20200506,09:00:00,0.910425,0.91175,0.91025,0.911275,0
AUDSGD,AUDSGD,20200506,10:00:00,0.911275,0.911775,0.910875,0.91175,0
AUDSGD,AUDSGD,20200506,11:00:00,0.91175,0.911975,0.911075,0.9114,0
AUDSGD,AUDSGD,20200506,12:00:00,0.9114,0.912225,0.911225,0.91195,0
AUDSGD,AUDSGD,20200506,13:00:00,0.91195,0.913375,0.91185,0.913025,0
AUDSGD,AUDSGD,20200506,14:00:00,0.913025,0.91335,0.9121,0.912725,0
AUDSGD,AUDSGD,20200506,15:00:00,0.912725,0.913475,0.91185,0.91195,0
AUDSGD,AUDSGD,20200506,16:00:00,0.91195,0.912675,0.910925,0.9117,0
AUDSGD,AUDSGD,20200506,17:00:00,0.9117,0.912975,0.9106,0.9128,0
AUDSGD,AUDSGD,20200506,18:00:00,0.9128,0.91375,0.9121,0.91345,0
AUDSGD,AUDSGD,20200506,19:00:00,0.91345,0.91425,0.9129,0.91415,0
AUDSGD,AUDSGD,20200506,20:00:00,0.91415,0.91505,0.913175,0.914675,0
AUDSGD,AUDSGD,20200506,21:00:00,0.914675,0.915675,0.913875,0.914575,0
AUDSGD,AUDSGD,20200506,22:00:00,0.914575,0.914825,0.912625,0.913225,0
AUDSGD,AUDSGD,20200506,23:00:00,0.913225,0.9136,0.91065,0.9113,0
AUDSGD,AUDSGD,20200507,00:00:00,0.9113,0.91255,0.9111,0.911425,0
AUDSGD,AUDSGD,20200507,01:00:00,0.911425,0.912125,0.91125,0.911575,0
AUDSGD,AUDSGD,20200507,02:00:00,0.911575,0.9117,0.910975,0.91125,0
AUDSGD,AUDSGD,20200507,03:00:00,0.91125,0.911825,0.909175,0.9092,0
AUDSGD,AUDSGD,20200507,04:00:00,0.9092,0.9105,0.90885,0.909475,0
AUDSGD,AUDSGD,20200507,05:15:00,0.9106,0.9106,0.908925,0.90965,0
AUDSGD,AUDSGD,20200507,06:00:00,0.90965,0.91035,0.9074,0.908175,0
AUDSGD,AUDSGD,20200507,07:00:00,0.908175,0.909325,0.907625,0.909225,0
AUDSGD,AUDSGD,20200507,08:00:00,0.909225,0.91085,0.909225,0.909875,0
AUDSGD,AUDSGD,20200507,09:00:00,0.909875,0.9107,0.90905,0.90975,0
AUDSGD,AUDSGD,20200507,10:00:00,0.90975,0.91115,0.909575,0.910825,0
AUDSGD,AUDSGD,20200507,11:00:00,0.910825,0.911925,0.910725,0.911325,0
AUDSGD,AUDSGD,20200507,12:00:00,0.911325,0.911925,0.91095,0.911225,0
AUDSGD,AUDSGD,20200507,13:00:00,0.911225,0.913225,0.910675,0.91265,0
AUDSGD,AUDSGD,20200507,14:00:00,0.91265,0.916425,0.912325,0.9149,0
AUDSGD,AUDSGD,20200507,15:00:00,0.9149,0.9178,0.914575,0.915825,0
AUDSGD,AUDSGD,20200507,16:00:00,0.915825,0.91675,0.91545,0.916125,0
AUDSGD,AUDSGD,20200507,17:00:00,0.916125,0.9172,0.9158,0.916325,0
AUDSGD,AUDSGD,20200507,18:00:00,0.916325,0.917275,0.915925,0.916975,0
AUDSGD,AUDSGD,20200507,19:00:00,0.916975,0.917225,0.915875,0.916525,0
AUDSGD,AUDSGD,20200507,20:00:00,0.916525,0.916975,0.915025,0.915325,0
AUDSGD,AUDSGD,20200507,21:00:00,0.915325,0.915725,0.914425,0.9152,0
AUDSGD,AUDSGD,20200507,22:00:00,0.9152,0.915425,0.914,0.915225,0
AUDSGD,AUDSGD,20200507,23:00:00,0.915225,0.920175,0.915225,0.919825,0
AUDSGD,AUDSGD,20200508,00:00:00,0.919825,0.920375,0.917925,0.91835,0
AUDSGD,AUDSGD,20200508,01:00:00,0.91835,0.919325,0.9182,0.918925,0
AUDSGD,AUDSGD,20200508,02:00:00,0.918925,0.9192,0.9172,0.91745,0
AUDSGD,AUDSGD,20200508,03:00:00,0.91745,0.91755,0.9168,0.91725,0
AUDSGD,AUDSGD,20200508,04:00:00,0.91725,0.91905,0.916825,0.91905,0
AUDSGD,AUDSGD,20200508,05:15:00,0.9194,0.91945,0.918425,0.91845,0
AUDSGD,AUDSGD,20200508,06:00:00,0.91845,0.920175,0.9183,0.91995,0
AUDSGD,AUDSGD,20200508,07:00:00,0.91995,0.920375,0.918,0.91885,0
AUDSGD,AUDSGD,20200508,08:00:00,0.91885,0.922125,0.918575,0.92125,0
AUDSGD,AUDSGD,20200508,09:00:00,0.92125,0.92375,0.92085,0.922675,0
AUDSGD,AUDSGD,20200508,10:00:00,0.922675,0.924,0.921775,0.9234,0
AUDSGD,AUDSGD,20200508,11:00:00,0.9234,0.923475,0.9223,0.9225,0
AUDSGD,AUDSGD,20200508,12:00:00,0.9225,0.922775,0.9215,0.9225,0
AUDSGD,AUDSGD,20200508,13:00:00,0.9225,0.923225,0.922175,0.922275,0
AUDSGD,AUDSGD,20200508,14:00:00,0.922275,0.92275,0.9215,0.92175,0
AUDSGD,AUDSGD,20200508,15:00:00,0.92175,0.9225,0.9206,0.921525,0
AUDSGD,AUDSGD,20200508,16:00:00,0.921525,0.921525,0.919825,0.921075,0
AUDSGD,AUDSGD,20200508,17:00:00,0.921075,0.9221,0.920525,0.922025,0
AUDSGD,AUDSGD,20200508,18:00:00,0.922025,0.922275,0.9216,0.921725,0
