full_name,ticker,Date_YMD,TIME,open,high,low,close,volume
GBPSGD,GBPSGD,20200508,18:00:00,1.75035,1.7505,1.7483,1.7493,0
GBPSGD,GBPSGD,20200508,19:00:00,1.7493,1.750675,1.74855,1.7502,0
GBPSGD,GBPSGD,20200508,20:00:00,1.7502,1.752425,1.74785,1.74925,0
GBPSGD,GBPSGD,20200508,21:00:00,1.74925,1.750225,1.747925,1.749875,0
GBPSGD,GBPSGD,20200508,22:00:00,1.749875,1.7596,1.749575,1.7576,0
GBPSGD,GBPSGD,20200508,23:00:00,1.7576,1.758,1.7546,1.75535,0
GBPSGD,GBPSGD,20200509,00:00:00,1.75535,1.7554,1.753525,1.754275,0
GBPSGD,GBPSGD,20200509,01:00:00,1.754275,1.75475,1.754,1.7544,0
GBPSGD,GBPSGD,20200509,02:00:00,1.7544,1.7552,1.7533,1.7537,0
GBPSGD,GBPSGD,20200509,03:00:00,1.7537,1.75385,1.7522,1.7527,0
GBPSGD,GBPSGD,20200509,04:00:00,1.7527,1.754575,1.75225,1.754575,0
GBPSGD,GBPSGD,20200511,05:15:00,1.7531,1.7535,1.75175,1.75185,0
GBPSGD,GBPSGD,20200511,06:00:00,1.75185,1.7551,1.751325,1.75445,0
GBPSGD,GBPSGD,20200511,07:00:00,1.75445,1.754875,1.75365,1.754875,0
GBPSGD,GBPSGD,20200511,08:00:00,1.754875,1.7563,1.7534,1.7561,0
GBPSGD,GBPSGD,20200511,09:00:00,1.7561,1.7569,1.753775,1.754825,0
GBPSGD,GBPSGD,20200511,10:00:00,1.754825,1.7557,1.7545,1.75515,0
GBPSGD,GBPSGD,20200511,11:00:00,1.75515,1.7554,1.754,1.7552,0
GBPSGD,GBPSGD,20200511,12:00:00,1.7552,1.7557,1.75475,1.7553,0
GBPSGD,GBPSGD,20200511,13:00:00,1.7553,1.7558,1.7537,1.75435,0
GBPSGD,GBPSGD,20200511,14:00:00,1.75435,1.7562,1.753275,1.75495,0
GBPSGD,GBPSGD,20200511,15:00:00,1.75495,1.75505,1.7502,1.7504,0
GBPSGD,GBPSGD,20200511,16:00:00,1.7504,1.75115,1.746425,1.7504,0
GBPSGD,GBPSGD,20200511,17:00:00,1.7504,1.751175,1.748275,1.751,0
GBPSGD,GBPSGD,20200511,18:00:00,1.751,1.7512,1.74575,1.746025,0
GBPSGD,GBPSGD,20200511,19:00:00,1.746025,1.7461,1.742425,1.742675,0
GBPSGD,GBPSGD,20200511,20:00:00,1.742675,1.74555,1.741075,1.74275,0
GBPSGD,GBPSGD,20200511,21:00:00,1.74275,1.75005,1.74275,1.7495,0
GBPSGD,GBPSGD,20200511,22:00:00,1.7495,1.751725,1.74635,1.7513,0
GBPSGD,GBPSGD,20200511,23:00:00,1.7513,1.751875,1.747075,1.748,0
GBPSGD,GBPSGD,20200512,00:00:00,1.748,1.7498,1.7476,1.74935,0
GBPSGD,GBPSGD,20200512,01:00:00,1.74935,1.74995,1.7486,1.7489,0
GBPSGD,GBPSGD,20200512,02:00:00,1.7489,1.749275,1.74705,1.7483,0
GBPSGD,GBPSGD,20200512,03:00:00,1.7483,1.748925,1.747125,1.748275,0
GBPSGD,GBPSGD,20200512,04:00:00,1.748275,1.749175,1.7476,1.748175,0
GBPSGD,GBPSGD,20200512,05:15:00,1.747525,1.749175,1.7472,1.748125,0
GBPSGD,GBPSGD,20200512,06:00:00,1.748125,1.748575,1.747725,1.7483,0
GBPSGD,GBPSGD,20200512,07:00:00,1.7483,1.749,1.74765,1.747875,0
GBPSGD,GBPSGD,20200512,08:00:00,1.747875,1.74805,1.745325,1.7474,0
GBPSGD,GBPSGD,20200512,09:00:00,1.7474,1.7481,1.7464,1.7468,0
GBPSGD,GBPSGD,20200512,10:00:00,1.7468,1.747675,1.7461,1.747575,0
GBPSGD,GBPSGD,20200512,11:00:00,1.747575,1.7484,1.7474,1.748175,0
GBPSGD,GBPSGD,20200512,12:00:00,1.748175,1.748325,1.7465,1.74815,0
GBPSGD,GBPSGD,20200512,13:00:00,1.74815,1.749675,1.7474,1.7479,0
GBPSGD,GBPSGD,20200512,14:00:00,1.7479,1.748725,1.7464,1.74835,0
GBPSGD,GBPSGD,20200512,15:00:00,1.74835,1.749475,1.748,1.7493,0
