full_name,ticker,Date_YMD,TIME,open,high,low,close,volume
USDSGD,USDSGD,20200506,05:15:00,1.4158,1.416,1.415625,1.41595,0
USDSGD,USDSGD,20200506,06:00:00,1.41595,1.4165,1.41555,1.4157,0
USDSGD,USDSGD,20200506,07:00:00,1.4157,1.4164,1.415675,1.41625,0
USDSGD,USDSGD,20200506,08:00:00,1.41625,1.41785,1.415525,1.41755,0
USDSGD,USDSGD,20200506,09:00:00,1.41755,1.418275,1.415675,1.416475,0
USDSGD,USDSGD,20200506,10:00:00,1.416475,1.41725,1.41635,1.416675,0
USDSGD,USDSGD,20200506,11:00:00,1.416675,1.417625,1.416425,1.417475,0
USDSGD,USDSGD,20200506,12:00:00,1.417475,1.41765,1.416725,1.416875,0
USDSGD,USDSGD,20200506,13:00:00,1.416875,1.416875,1.415675,1.416075,0
USDSGD,USDSGD,20200506,14:00:00,1.416075,1.417275,1.41565,1.416275,0
USDSGD,USDSGD,20200506,15:00:00,1.416275,1.4172,1.415875,1.416875,0
USDSGD,USDSGD,20200506,16:00:00,1.416875,1.4197,1.416875,1.41895,0
USDSGD,USDSGD,20200506,17:00:00,1.41895,1.4208,1.41885,1.420675,0
USDSGD,USDSGD,20200506,18:00:00,1.420675,1.420875,1.418775,1.41895,0
USDSGD,USDSGD,20200506,19:00:00,1.41895,1.419225,1.418525,1.418875,0
USDSGD,USDSGD,20200506,20:00:00,1.418875,1.420125,1.4187,1.419225,0
USDSGD,USDSGD,20200506,21:00:00,1.419225,1.4197,1.41855,1.41935,0
USDSGD,USDSGD,20200506,22:00:00,1.41935,1.42095,1.41915,1.42035,0
USDSGD,USDSGD,20200506,23:00:00,1.42035,1.4216,1.419575,1.4206,0
USDSGD,USDSGD,20200507,00:00:00,1.4206,1.4214,1.4199,1.420225,0
USDSGD,USDSGD,20200507,01:00:00,1.420225,1.420425,1.419725,1.42,0
USDSGD,USDSGD,20200507,02:00:00,1.42,1.4207,1.419725,1.4204,0
USDSGD,USDSGD,20200507,03:00:00,1.4204,1.42135,1.420175,1.421325,0
USDSGD,USDSGD,20200507,04:00:00,1.421325,1.4217,1.42065,1.420875,0
USDSGD,USDSGD,20200507,05:15:00,1.421,1.4226,1.420575,1.4217,0
USDSGD,USDSGD,20200507,06:00:00,1.4217,1.4233,1.4209,1.422275,0
USDSGD,USDSGD,20200507,07:00:00,1.422275,1.423025,1.422275,1.422625,0
USDSGD,USDSGD,20200507,08:00:00,1.422625,1.42265,1.421025,1.42195,0
USDSGD,USDSGD,20200507,09:00:00,1.42195,1.4221,1.420125,1.4204,0
USDSGD,USDSGD,20200507,10:00:00,1.4204,1.421025,1.419775,1.419975,0
USDSGD,USDSGD,20200507,11:00:00,1.419975,1.420275,1.418775,1.4202,0
USDSGD,USDSGD,20200507,12:00:00,1.4202,1.420425,1.419825,1.41995,0
USDSGD,USDSGD,20200507,13:00:00,1.41995,1.420825,1.4199,1.420475,0
USDSGD,USDSGD,20200507,14:00:00,1.420475,1.4211,1.4189,1.420825,0
USDSGD,USDSGD,20200507,15:00:00,1.420825,1.42095,1.417,1.418825,0
USDSGD,USDSGD,20200507,16:00:00,1.418825,1.419725,1.4182,1.4191,0
USDSGD,USDSGD,20200507,17:00:00,1.4191,1.419875,1.418075,1.4181,0
USDSGD,USDSGD,20200507,18:00:00,1.4181,1.418875,1.41765,1.4185,0
USDSGD,USDSGD,20200507,19:00:00,1.4185,1.41865,1.417825,1.418025,0
USDSGD,USDSGD,20200507,20:00:00,1.418025,1.41935,1.417875,1.41825,0
USDSGD,USDSGD,20200507,21:00:00,1.41825,1.418825,1.41765,1.41825,0
USDSGD,USDSGD,20200507,22:00:00,1.41825,1.419075,1.41805,1.4187,0
USDSGD,USDSGD,20200507,23:00:00,1.4187,1.419025,1.41505,1.415325,0
USDSGD,USDSGD,20200508,00:00:00,1.415325,1.416225,1.414175,1.414475,0
USDSGD,USDSGD,20200508,01:00:00,1.414475,1.4151,1.414075,1.414075,0
USDSGD,USDSGD,20200508,02:00:00,1.414075,1.41465,1.4137,1.4142,0
USDSGD,USDSGD,20200508,03:00:00,1.4142,1.41465,1.414,1.414225,0
